student_id,name,gender,age,grade_level,math_score,reading_score,writing_score,attendance_rate,parent_education,study_hours,internet_access,lunch_type,extra_activities,final_result
S483,Student_483,Female,15,11,78,55,92,93.16204436112984,High School,2.531333579073741,Yes,Standard,Yes,Fail
S484,Student_484,Female,15,10,58,78,51,99.95498778020401,Bachelor's,3.522541179932322,Yes,Standard,No,Fail
S485,Student_485,Male,15,9,87,57,59,89.03478951962887,High School,2.720570928387305,No,Standard,No,Pass
S486,Student_486,Female,15,10,99,93,92,87.09457113460425,Bachelor's,2.751060219952514,No,Free or reduced,Yes,Fail
S487,Student_487,Female,17,11,55,94,74,88.01408333668934,High School,2.24148355643248,Yes,Standard,No,Fail
S488,Student_488,Male,16,12,68,92,69,82.30292356790402,PhD,4.048518481801299,Yes,Standard,No,Fail
S489,Student_489,Other,15,10,93,93,97,97.66547202852448,High School,4.744706256666021,No,Free or reduced,No,Pass
S490,Student_490,Male,17,9,60,82,68,88.29651311042704,High School,4.7630034369378444,Yes,Standard,Yes,Fail
S491,Student_491,Female,17,11,51,66,72,87.74548822849682,Master's,1.6991251394997353,Yes,Standard,No,Fail
S492,Student_492,Female,17,10,96,97,73,93.19380545860949,Bachelor's,4.498974598626264,Yes,Free or reduced,Yes,Fail
S493,Student_493,Male,16,9,93,60,60,88.84066841862247,PhD,3.9497257657084885,Yes,Free or reduced,Yes,Pass
S494,Student_494,Other,15,11,93,62,95,92.96466937615692,Bachelor's,2.011349602761157,No,Standard,No,Fail
S495,Student_495,Female,17,9,58,99,83,81.22892580261575,PhD,1.2691384516860582,Yes,Free or reduced,Yes,Fail
S496,Student_496,Female,16,11,70,60,77,96.27446687444456,High School,2.071989067537512,No,Free or reduced,No,Pass
S497,Student_497,Female,16,12,73,80,54,98.81007905758806,Master's,4.6488329471261025,Yes,Standard,Yes,Pass
S498,Student_498,Male,16,10,83,77,54,92.97530772318771,Master's,3.532714699583089,Yes,Free or reduced,No,Fail
S499,Student_499,Female,17,9,71,93,70,99.09131857717621,Bachelor's,3.8842186435914874,No,Standard,Yes,Fail
S500,Student_500,Other,15,11,52,55,61,83.02864628739927,Master's,2.0286094044363834,Yes,Standard,No,Fail
S501,Student_501,Female,17,9,61,90,99,89.54832378960708,Bachelor's,3.877552622299281,No,Standard,No,Pass
S502,Student_502,Female,17,9,77,65,53,92.03613467890895,Bachelor's,1.112486025111695,Yes,Standard,No,Pass
S503,Student_503,Other,15,10,79,53,98,91.63473294842373,PhD,2.501285383092055,Yes,Free or reduced,No,Fail
S504,Student_504,Female,15,12,75,84,91,88.02923558178087,Bachelor's,3.507013394169325,Yes,Standard,Yes,Pass
S505,Student_505,Male,15,9,97,97,69,86.76168818732523,PhD,1.584386262165281,Yes,Standard,Yes,Fail
S506,Student_506,Male,16,11,70,75,87,82.53648045100837,Master's,4.292014297787739,Yes,Standard,No,Fail
S507,Student_507,Male,15,11,77,61,74,87.83484901124557,Bachelor's,1.9401251952476746,No,Standard,Yes,Pass
S508,Student_508,Other,17,12,75,60,63,83.2532163021097,Bachelor's,3.609124451273785,No,Free or reduced,No,Fail
S509,Student_509,Female,15,11,82,86,60,94.68731352984437,High School,2.6207885703013187,Yes,Free or reduced,No,Pass
S510,Student_510,Male,17,12,70,74,81,84.1766187098918,Bachelor's,3.3841743819105887,Yes,Free or reduced,Yes,Pass
S511,Student_511,Other,16,11,84,67,60,81.17130610569068,Bachelor's,1.4298022105156325,No,Standard,Yes,Fail
S512,Student_512,Female,17,10,83,68,67,91.04732275634468,High School,1.0676511996864293,No,Free or reduced,No,Pass
S513,Student_513,Other,17,9,90,72,76,91.90459465438803,High School,4.638257709521205,Yes,Free or reduced,Yes,Fail
S514,Student_514,Male,15,10,96,87,67,97.4382612256101,Master's,2.078520035068731,Yes,Standard,No,Pass
S515,Student_515,Male,15,9,67,67,72,91.53963224835364,Bachelor's,4.278708011121836,No,Free or reduced,Yes,Fail
S516,Student_516,Male,17,9,60,75,60,86.90961707446891,Master's,4.997401201888801,Yes,Standard,Yes,Fail
S517,Student_517,Other,15,9,72,55,70,96.06023763052642,Master's,1.8457250319956446,No,Free or reduced,Yes,Fail
S518,Student_518,Other,16,10,97,53,93,90.80557786374843,High School,2.0606829647334224,Yes,Free or reduced,Yes,Pass
S519,Student_519,Male,16,9,71,93,54,81.58560569262383,PhD,3.6514391505386627,No,Free or reduced,Yes,Fail
S520,Student_520,Other,15,10,66,78,72,91.31701120626494,Master's,4.861794538402485,No,Free or reduced,No,Pass
S521,Student_521,Male,16,12,54,83,90,98.16037090843325,PhD,4.663257392762976,Yes,Standard,Yes,Pass
S522,Student_522,Male,15,11,93,66,74,87.92625250996441,Bachelor's,3.0115020802623396,No,Standard,Yes,Pass
S523,Student_523,Female,17,11,60,92,90,85.926516037996,High School,4.180441130106899,Yes,Free or reduced,No,Pass
S524,Student_524,Other,17,9,79,92,59,82.8693891403604,Bachelor's,1.5429834123996042,Yes,Standard,No,Pass
S525,Student_525,Male,16,10,64,65,71,83.02891043870714,Bachelor's,4.909752736816049,Yes,Free or reduced,No,Fail
S526,Student_526,Male,15,11,76,51,68,88.65542968683638,High School,4.857412936143946,Yes,Free or reduced,Yes,Pass
S527,Student_527,Other,15,10,84,83,50,91.91359648323059,Bachelor's,1.6549158315166839,No,Free or reduced,Yes,Fail
S528,Student_528,Female,16,10,82,57,56,81.61230810339204,High School,2.1976924992124265,Yes,Free or reduced,No,Fail
S529,Student_529,Female,17,9,69,62,53,98.79137178050331,PhD,1.4006199900270677,Yes,Free or reduced,No,Pass
S530,Student_530,Male,16,11,65,91,50,95.10267234890392,Bachelor's,2.086870395592719,Yes,Free or reduced,No,Fail
S531,Student_531,Other,17,9,83,57,64,91.73247836567326,High School,4.263823157660827,Yes,Standard,No,Fail
S532,Student_532,Female,15,9,51,79,89,96.56877341877981,Master's,2.513262428661038,No,Standard,Yes,Pass
S533,Student_533,Other,17,11,84,81,61,81.60373513624226,Bachelor's,1.3535878685870335,Yes,Free or reduced,Yes,Fail
S534,Student_534,Other,16,11,89,85,71,89.53677755466249,PhD,2.368902099115618,No,Standard,Yes,Pass
S535,Student_535,Male,15,12,77,96,71,92.60186253723327,High School,4.92553333696512,No,Free or reduced,Yes,Pass
S536,Student_536,Female,16,12,96,79,99,96.57305812236578,Bachelor's,3.5187343810368117,No,Standard,Yes,Pass
S537,Student_537,Male,16,10,88,50,96,95.66939120098536,Bachelor's,2.664643785624631,Yes,Standard,No,Fail
S538,Student_538,Female,17,11,55,92,66,85.54138499426799,Bachelor's,1.66615405398908,Yes,Standard,Yes,Fail
S539,Student_539,Female,16,12,58,88,78,98.8176033911841,PhD,4.944707189134779,Yes,Free or reduced,No,Fail
S540,Student_540,Female,17,10,69,66,95,82.48691682861741,High School,4.2833960370525155,Yes,Standard,No,Fail
S541,Student_541,Female,15,10,50,69,63,97.50267237242304,Master's,2.1259092098036776,No,Free or reduced,No,Pass
S542,Student_542,Female,17,10,57,73,99,99.41880499209238,Master's,1.2802747828847578,No,Free or reduced,Yes,Pass
S543,Student_543,Other,15,12,72,99,69,83.54307046445251,Master's,1.2265022295102321,Yes,Free or reduced,No,Fail
S544,Student_544,Male,17,11,52,71,99,94.44132128407571,High School,1.4815125980221353,Yes,Standard,Yes,Pass
S545,Student_545,Other,16,9,53,78,97,80.80571037555997,Master's,3.3230743344576865,Yes,Standard,No,Fail
S546,Student_546,Female,17,10,74,71,82,88.1084565027831,PhD,4.715053684821969,Yes,Standard,Yes,Pass
S547,Student_547,Male,17,12,96,93,92,90.32566598395348,High School,2.986973712023938,Yes,Free or reduced,No,Pass
S548,Student_548,Female,15,12,87,58,64,91.61290451819268,Bachelor's,4.371781929824788,Yes,Free or reduced,Yes,Pass
S549,Student_549,Male,16,9,64,86,61,98.7187449649712,PhD,2.7835464794392313,Yes,Standard,No,Pass
S550,Student_550,Other,17,9,70,59,89,93.4450137458839,Bachelor's,3.834334183071301,No,Free or reduced,No,Pass
S551,Student_551,Male,16,12,84,85,69,89.62555902438474,Master's,3.9274909491460033,No,Standard,No,Fail
S552,Student_552,Male,17,11,95,86,79,96.19350072531779,PhD,1.6958548236133546,No,Standard,No,Fail
S553,Student_553,Male,17,9,63,77,87,99.01065641908818,High School,2.444864235903247,No,Standard,Yes,Pass
S554,Student_554,Male,16,12,85,77,52,80.44132297364581,PhD,3.5492086261520956,Yes,Standard,Yes,Fail
S555,Student_555,Male,17,9,61,91,77,99.65042544512077,Bachelor's,1.2827864327374647,Yes,Free or reduced,Yes,Pass
S556,Student_556,Female,16,11,66,92,75,81.7226427812736,High School,2.4461607510518264,Yes,Standard,No,Pass
S557,Student_557,Male,17,10,88,70,79,96.28773558537523,PhD,3.13919786512477,Yes,Standard,No,Pass
S558,Student_558,Male,15,9,58,73,62,85.60669505102825,PhD,4.984897972178555,Yes,Standard,No,Pass
S559,Student_559,Other,16,11,84,91,62,82.64359315507744,PhD,2.898134250489763,No,Standard,No,Fail
S560,Student_560,Male,17,12,62,89,51,88.7971127942767,PhD,4.264227028457294,Yes,Standard,No,Pass
S561,Student_561,Other,17,9,64,51,86,92.87913158895228,High School,2.728269140266471,No,Standard,No,Fail
S562,Student_562,Female,15,9,67,57,98,87.6190369004695,Bachelor's,4.185562890478836,Yes,Standard,Yes,Pass
S563,Student_563,Male,16,12,82,97,87,81.09130816565398,PhD,3.3816592064804336,No,Free or reduced,Yes,Pass
S564,Student_564,Other,17,10,55,76,51,91.98922279317433,High School,4.546381766009594,Yes,Free or reduced,Yes,Fail
S565,Student_565,Other,15,12,76,71,85,98.04806552221349,Bachelor's,2.6437702094004396,No,Free or reduced,Yes,Pass
S566,Student_566,Female,17,9,72,86,75,87.66430731894503,PhD,3.4172176792859155,Yes,Free or reduced,Yes,Pass
S567,Student_567,Male,16,12,76,76,60,84.32665555261654,Bachelor's,3.5200747224753095,Yes,Standard,Yes,Fail
S568,Student_568,Male,17,11,83,78,57,88.85154691865631,Bachelor's,2.6695317672018932,Yes,Free or reduced,Yes,Fail
S569,Student_569,Other,17,12,95,52,93,80.96725422097562,High School,1.577248174749926,Yes,Free or reduced,Yes,Fail
S570,Student_570,Male,17,9,87,93,89,96.4097516896055,Bachelor's,1.3742376276493422,No,Free or reduced,No,Pass
S571,Student_571,Other,17,12,63,62,92,96.52681621900373,High School,1.0666862023985324,Yes,Standard,No,Pass
S572,Student_572,Male,15,10,85,94,71,91.76000926859257,PhD,4.4941370569808585,No,Free or reduced,No,Fail
S573,Student_573,Other,15,12,57,59,69,87.0620577787678,Bachelor's,1.9458996489547782,Yes,Free or reduced,No,Fail
S574,Student_574,Male,16,10,84,85,57,95.99566728891567,Bachelor's,1.8460269971270722,No,Standard,No,Pass
S575,Student_575,Female,15,11,68,58,78,91.09374049576735,Master's,3.944141601704262,Yes,Free or reduced,No,Pass
S576,Student_576,Male,15,10,79,76,89,96.51864617100033,PhD,2.280064452349567,Yes,Standard,No,Fail
S577,Student_577,Male,16,12,63,83,75,92.62917585166042,PhD,3.0241787696473463,No,Free or reduced,Yes,Fail
S578,Student_578,Female,15,9,69,50,79,95.68810946425594,Master's,1.6500442611898252,Yes,Standard,Yes,Fail
S579,Student_579,Male,15,10,98,81,66,91.9712598643552,Master's,4.8389828858478765,Yes,Free or reduced,No,Fail
S580,Student_580,Female,16,11,74,74,69,88.28282136431332,High School,4.40632560006895,No,Free or reduced,Yes,Pass
S581,Student_581,Male,16,10,89,78,65,99.15891719852274,High School,4.455158491860013,Yes,Free or reduced,Yes,Pass
S582,Student_582,Other,16,10,73,56,95,90.8222764975769,Bachelor's,2.627094994288021,No,Standard,Yes,Pass
S583,Student_583,Other,17,10,63,98,92,92.10179037081076,Bachelor's,4.049444854828691,Yes,Free or reduced,Yes,Pass
S584,Student_584,Male,17,11,75,52,56,84.40975278829498,Bachelor's,1.5755046215591206,No,Standard,Yes,Fail
S585,Student_585,Male,16,12,87,69,65,92.51301578854553,Bachelor's,1.0344760103671211,No,Standard,No,Pass
S586,Student_586,Male,16,10,72,69,94,91.43215298965887,High School,1.0798917303121125,No,Standard,Yes,Fail
S587,Student_587,Other,16,10,71,79,96,83.6967679589405,PhD,3.346406949618242,No,Standard,No,Pass
S588,Student_588,Male,17,9,97,84,97,81.19174194706288,Bachelor's,2.821579620991763,Yes,Free or reduced,No,Pass
S589,Student_589,Other,17,11,68,84,76,92.08718639429543,PhD,3.072061395634079,Yes,Free or reduced,No,Pass
S590,Student_590,Female,15,10,95,98,72,95.27384538700642,Bachelor's,1.0298525616688776,No,Free or reduced,Yes,Fail
S591,Student_591,Other,15,11,52,88,73,90.46802741844016,Master's,2.690746478629703,Yes,Standard,No,Pass
S592,Student_592,Other,16,10,91,76,58,84.53545250639291,Bachelor's,3.8722726448034432,Yes,Free or reduced,No,Fail
S593,Student_593,Female,17,12,68,75,84,93.3304395338607,Bachelor's,2.7707748078697434,Yes,Standard,No,Fail
S594,Student_594,Other,17,12,58,63,69,81.60211453219205,Bachelor's,3.928876825248889,No,Standard,No,Pass
S595,Student_595,Male,17,10,77,66,86,88.83667409603909,High School,1.9320758575873391,Yes,Standard,Yes,Fail
S596,Student_596,Male,16,12,69,67,91,83.2673351679684,Master's,4.252568017926902,Yes,Free or reduced,No,Pass
S597,Student_597,Other,15,10,94,94,66,83.68918102119767,Bachelor's,3.353724961813809,No,Free or reduced,No,Fail
S598,Student_598,Male,16,12,56,78,96,84.04587898316407,Bachelor's,1.843052397719625,Yes,Standard,No,Pass
S599,Student_599,Other,15,9,63,69,80,87.73414114087956,PhD,1.9468819034153317,No,Free or reduced,No,Fail
S600,Student_600,Male,15,9,58,76,57,81.02300411240795,Master's,3.512121858278148,No,Free or reduced,Yes,Fail
S601,Student_601,Male,16,9,68,67,64,87.95586881858196,Bachelor's,4.3197583728497735,No,Standard,No,Pass
S602,Student_602,Other,15,11,96,53,80,90.23414894229401,PhD,2.6625111281166207,Yes,Standard,No,Pass
S603,Student_603,Male,15,11,63,50,79,89.66588569932651,PhD,2.033201716510369,Yes,Free or reduced,No,Pass
S604,Student_604,Other,17,9,87,99,95,87.65568200806081,High School,4.468046427642402,No,Standard,No,Pass
S605,Student_605,Male,15,11,85,50,69,96.78293216141505,PhD,3.6770731670033396,No,Standard,No,Fail
S606,Student_606,Male,16,12,89,75,88,82.90653384841008,Bachelor's,2.792341949132306,No,Free or reduced,No,Fail
S607,Student_607,Female,16,10,66,94,61,90.11393487562748,High School,2.9516007811172074,No,Free or reduced,Yes,Fail
S608,Student_608,Female,15,10,79,69,98,81.24082833913108,High School,1.8170258717455856,No,Standard,No,Fail
S609,Student_609,Other,17,10,58,72,66,81.4231135775582,Bachelor's,3.5072105202593757,No,Free or reduced,Yes,Pass
S610,Student_610,Female,17,9,82,59,91,91.47731699354193,Master's,2.4349700421715545,Yes,Standard,Yes,Fail
S611,Student_611,Other,15,11,74,60,79,91.32036849775642,PhD,4.982580706697397,No,Standard,No,Pass
S612,Student_612,Female,15,12,63,90,78,97.56067025688914,High School,2.9207340610475514,No,Free or reduced,Yes,Fail
S613,Student_613,Male,16,12,60,90,68,91.15747351320147,Master's,2.9435424247584527,No,Standard,No,Pass
S614,Student_614,Other,15,9,84,54,95,99.195820408097,Bachelor's,3.2634071496426875,Yes,Standard,Yes,Pass
S615,Student_615,Other,17,12,90,50,60,80.9738969679986,PhD,4.667024012474987,Yes,Standard,No,Pass
S616,Student_616,Male,15,12,63,66,83,81.96015369561482,PhD,4.203272399439001,Yes,Free or reduced,Yes,Pass
S617,Student_617,Other,16,12,79,71,99,80.88131723140762,High School,2.8045202791913657,Yes,Free or reduced,Yes,Pass
S618,Student_618,Other,16,12,90,83,56,83.7055370066708,PhD,3.874797063891184,No,Free or reduced,No,Fail
S619,Student_619,Female,16,11,53,94,93,90.82540221883356,PhD,3.3449419951230466,Yes,Standard,Yes,Pass
S620,Student_620,Other,16,12,53,90,83,92.91144362854857,PhD,2.9694681948049957,No,Standard,Yes,Fail
S621,Student_621,Male,16,10,77,78,69,80.91170315897338,PhD,1.769263091137402,No,Free or reduced,Yes,Fail
S622,Student_622,Female,15,9,57,53,99,98.91941779691199,Bachelor's,2.8557450538195637,No,Free or reduced,Yes,Pass
S623,Student_623,Female,15,11,51,54,87,96.84330753300762,Master's,1.9832743480902986,No,Free or reduced,Yes,Fail
S624,Student_624,Male,15,12,90,60,73,85.93224964314186,Bachelor's,4.659368599406619,No,Standard,No,Fail
S625,Student_625,Male,15,11,95,70,59,81.54375060452936,Bachelor's,2.3416272539853877,No,Free or reduced,Yes,Fail
S626,Student_626,Female,16,12,71,84,81,83.39774146438114,High School,4.809056058133489,Yes,Standard,Yes,Pass
S627,Student_627,Other,17,10,90,61,64,82.53888827509945,PhD,3.132221160378845,Yes,Free or reduced,No,Pass
S628,Student_628,Female,15,9,65,75,86,82.46567558597894,Bachelor's,3.5261775147046412,Yes,Standard,No,Pass
S629,Student_629,Male,17,12,78,68,69,90.37123377331469,PhD,3.171761777957311,Yes,Standard,No,Pass
S630,Student_630,Female,15,12,98,94,52,84.916948849868,Bachelor's,1.5175224678668036,Yes,Free or reduced,Yes,Fail
S631,Student_631,Male,15,12,97,56,86,87.16279433058288,Bachelor's,2.503284876031764,No,Standard,Yes,Fail
S632,Student_632,Female,17,12,79,96,89,99.79010666768644,High School,1.3965844491104957,Yes,Free or reduced,Yes,Fail
S633,Student_633,Other,16,9,61,56,57,93.68628497850689,Master's,3.491816176733527,Yes,Standard,Yes,Fail
S634,Student_634,Female,15,9,84,75,89,98.97961334094003,Master's,2.7874967808017557,Yes,Standard,No,Fail
S635,Student_635,Female,15,10,60,89,93,82.85113110066231,Bachelor's,4.111939886283747,No,Free or reduced,No,Fail
S636,Student_636,Male,15,9,95,54,72,87.64278949665139,High School,1.8818819239974793,No,Standard,Yes,Pass
S637,Student_637,Male,17,12,99,70,89,91.09463606564708,PhD,1.6582642337173397,No,Free or reduced,Yes,Fail
S638,Student_638,Male,16,10,70,63,60,81.53516123777476,PhD,2.625328923855071,Yes,Free or reduced,Yes,Fail
S639,Student_639,Female,17,10,70,53,95,80.08374887255916,Bachelor's,4.706341532873525,Yes,Free or reduced,Yes,Fail
S640,Student_640,Other,17,10,54,72,57,93.40868667593836,Master's,3.841687260049647,Yes,Standard,No,Pass
S641,Student_641,Male,16,12,97,91,78,92.8363903360287,High School,2.6756944991716747,Yes,Standard,No,Fail
S642,Student_642,Male,17,11,69,69,79,88.21577619999223,Master's,3.0690886790172422,Yes,Standard,Yes,Fail
S643,Student_643,Female,16,12,86,64,59,89.79288152064065,PhD,1.3368520447083934,No,Free or reduced,No,Pass
S644,Student_644,Male,15,9,52,99,88,88.30886001184179,Master's,4.938303585504452,Yes,Free or reduced,Yes,Fail
S645,Student_645,Other,16,9,93,94,77,80.48010089689778,PhD,3.6656292187796757,No,Standard,Yes,Pass
S646,Student_646,Other,15,12,82,78,98,86.70743212434925,High School,2.14161627385369,Yes,Standard,No,Pass
S647,Student_647,Male,17,12,58,57,85,83.5416451079458,High School,3.3432335768609773,No,Free or reduced,Yes,Fail
S648,Student_648,Male,17,10,58,90,62,81.96848378202738,Bachelor's,1.437929464275976,No,Standard,No,Fail
S649,Student_649,Female,15,12,53,97,81,99.134408677787,Bachelor's,4.863346675230334,No,Free or reduced,Yes,Pass
S650,Student_650,Other,17,10,84,68,85,91.98719450084332,Master's,1.6991399515334638,No,Standard,No,Fail
S651,Student_651,Other,16,9,66,97,86,94.57312568473205,High School,3.5921212722208566,Yes,Free or reduced,Yes,Fail
S652,Student_652,Male,15,10,83,88,75,86.30727486532236,High School,1.9818178501557218,Yes,Standard,No,Pass
S653,Student_653,Female,17,12,73,95,71,87.8629425898803,Bachelor's,3.870245530594143,Yes,Standard,Yes,Pass
S654,Student_654,Other,15,9,81,77,53,84.73847987793447,PhD,4.107285468961124,No,Free or reduced,Yes,Fail
S655,Student_655,Other,16,11,50,95,80,81.93931341930849,Master's,3.6936789156457306,Yes,Free or reduced,No,Pass
S656,Student_656,Female,16,10,57,76,67,83.58063274883168,Master's,3.45799784102077,Yes,Free or reduced,Yes,Fail
S657,Student_657,Female,17,9,94,53,87,95.95028090592972,Bachelor's,4.569876375808047,Yes,Standard,No,Fail
S658,Student_658,Other,16,10,72,64,73,93.55091610367552,High School,1.3145068439590322,Yes,Free or reduced,No,Fail
S659,Student_659,Other,15,9,96,84,72,90.93857751970954,Bachelor's,2.3236590631207807,No,Free or reduced,Yes,Fail
S660,Student_660,Female,16,9,89,86,71,89.50179745733536,Bachelor's,1.9931499185233839,No,Standard,Yes,Pass
S661,Student_661,Other,15,10,61,50,51,98.4486856731225,Bachelor's,4.952055848261686,Yes,Free or reduced,Yes,Fail
S662,Student_662,Male,15,11,61,52,80,81.45469895557336,Bachelor's,2.557559118667494,Yes,Free or reduced,Yes,Pass
S663,Student_663,Male,16,9,95,96,60,85.61201626475832,PhD,3.930450796961595,Yes,Free or reduced,No,Fail
S664,Student_664,Female,17,9,96,73,77,86.99875707141427,PhD,3.7389006555240183,No,Standard,Yes,Fail
S665,Student_665,Female,16,9,64,76,95,95.64851624425576,High School,1.848324949909511,No,Standard,Yes,Pass
S666,Student_666,Female,15,11,90,89,81,99.85029240323942,Bachelor's,1.9559907208462053,No,Standard,Yes,Fail
S667,Student_667,Male,15,11,68,85,54,84.81341029514306,PhD,2.1251382542121364,Yes,Free or reduced,No,Pass
S668,Student_668,Other,16,12,75,83,87,97.4861466827416,High School,2.644509113037517,No,Standard,Yes,Pass
S669,Student_669,Male,17,10,78,78,59,96.61245520863582,Bachelor's,1.9373002626021072,No,Free or reduced,No,Fail
S670,Student_670,Other,17,11,71,73,89,84.49314795283533,Master's,1.0786059309873912,No,Free or reduced,Yes,Fail
S671,Student_671,Male,15,10,89,73,95,87.98665160398446,PhD,4.517572227228782,No,Free or reduced,No,Fail
S672,Student_672,Other,15,12,70,91,73,88.19345738585038,High School,4.862439325523536,No,Standard,Yes,Fail
S673,Student_673,Male,17,10,87,53,84,99.56441337053117,Master's,2.366281548126272,Yes,Standard,Yes,Pass
S674,Student_674,Female,16,11,69,52,93,83.61783802757796,Bachelor's,2.3540275177018914,Yes,Free or reduced,No,Fail
S675,Student_675,Male,15,10,78,83,97,95.98315942209564,Bachelor's,1.028367251097484,Yes,Free or reduced,Yes,Fail
S676,Student_676,Other,15,11,53,98,72,86.6838542834622,Bachelor's,3.721002753321496,Yes,Standard,Yes,Fail
S677,Student_677,Male,17,10,56,72,66,94.6174069155232,PhD,4.301759582994515,No,Standard,Yes,Fail
S678,Student_678,Male,16,11,77,72,50,88.40022008591326,High School,1.5864332014400127,Yes,Standard,No,Fail
S679,Student_679,Male,17,11,77,94,80,91.5671952623308,Master's,1.638665397468603,Yes,Free or reduced,Yes,Pass
S680,Student_680,Female,16,10,53,54,80,96.65223546652263,High School,4.1603329998857514,Yes,Standard,No,Fail
S681,Student_681,Male,16,12,71,80,91,96.08331129967769,PhD,3.4651629934165786,No,Standard,No,Pass
S682,Student_682,Female,16,9,61,90,91,97.32846367079401,High School,1.179442230510868,Yes,Standard,No,Fail
S683,Student_683,Female,15,12,94,55,83,81.19234650689319,PhD,3.4901879618491267,No,Free or reduced,Yes,Fail
S684,Student_684,Male,17,10,52,86,58,93.8410110607949,Bachelor's,2.2356708913750643,No,Standard,No,Fail
S685,Student_685,Male,17,12,71,59,71,82.79974753443526,Master's,2.4749006218833838,No,Free or reduced,No,Pass
S686,Student_686,Male,16,11,93,89,62,88.31637136036822,Bachelor's,4.078925673187521,Yes,Free or reduced,Yes,Fail
S687,Student_687,Other,15,9,51,56,74,90.97176830109377,High School,4.243740770690442,No,Free or reduced,No,Pass
S688,Student_688,Male,15,10,73,88,97,88.05478969493662,Bachelor's,2.6014265073593226,Yes,Standard,No,Pass
S689,Student_689,Female,17,10,83,87,67,90.39223351606014,Master's,4.788611744025419,Yes,Standard,Yes,Fail
S690,Student_690,Male,15,10,76,70,61,99.93052617597237,Bachelor's,2.625850871808289,Yes,Standard,Yes,Pass
S691,Student_691,Other,15,9,90,69,89,82.70434627425709,Master's,4.08734414092044,No,Free or reduced,No,Fail
S692,Student_692,Male,16,11,50,52,66,93.50912090672851,Master's,2.9355090582570362,No,Standard,Yes,Fail
S693,Student_693,Other,15,10,57,71,64,87.92001932771231,Bachelor's,4.590129306088336,Yes,Free or reduced,Yes,Pass
S694,Student_694,Other,16,12,72,96,91,82.66019597814658,PhD,4.631044974600714,No,Standard,Yes,Fail
S695,Student_695,Male,17,10,87,53,64,83.17473526748618,High School,1.3496672314843354,No,Standard,No,Fail
S696,Student_696,Female,15,10,55,77,64,98.98546212491235,PhD,4.745973325240903,No,Standard,No,Pass
S697,Student_697,Other,17,10,71,61,88,97.59202993423524,PhD,4.302139366081663,Yes,Standard,Yes,Pass
S698,Student_698,Male,17,10,74,87,62,98.14083920830043,Bachelor's,4.165242857250668,No,Free or reduced,No,Pass
S699,Student_699,Male,15,11,67,85,66,99.83065551654772,High School,1.8036453587420898,No,Free or reduced,Yes,Pass
S700,Student_700,Female,15,12,66,96,81,84.16630780017036,High School,4.22047683501866,Yes,Free or reduced,Yes,Pass
S701,Student_701,Other,17,11,61,90,58,87.10878674728123,PhD,4.400530938740147,No,Free or reduced,Yes,Pass
S702,Student_702,Other,15,12,55,54,89,93.38438059849733,Bachelor's,2.156601337816604,Yes,Standard,Yes,Fail
S703,Student_703,Male,16,10,75,62,69,89.67605079721295,High School,4.8090403134492945,No,Free or reduced,Yes,Pass
S704,Student_704,Male,16,9,76,72,75,88.36779066756667,PhD,1.199440585596657,No,Free or reduced,No,Pass
S705,Student_705,Female,15,11,57,99,76,87.15622498671186,High School,1.5996370129885586,No,Free or reduced,No,Fail
S706,Student_706,Female,17,9,68,79,70,91.87561263886904,Bachelor's,3.1503245522060572,No,Standard,No,Fail
S707,Student_707,Other,15,11,91,86,67,91.51186857280165,Bachelor's,3.3031698844892388,No,Free or reduced,No,Pass
S708,Student_708,Other,15,10,50,74,62,83.2291566812848,Bachelor's,3.5806003332036136,No,Free or reduced,Yes,Pass
S709,Student_709,Male,17,11,78,97,65,89.43479675036878,High School,1.0678765172618658,Yes,Standard,Yes,Fail
S710,Student_710,Other,17,10,94,76,58,91.06943552419699,Master's,4.841467098488521,No,Standard,No,Pass
S711,Student_711,Female,16,11,98,63,61,91.4057387746278,High School,1.178352370936576,No,Free or reduced,No,Pass
S712,Student_712,Female,17,10,84,97,93,84.20214385824704,Master's,1.5722478108936095,No,Free or reduced,Yes,Fail
S713,Student_713,Male,16,10,89,96,87,94.84542784504573,Bachelor's,1.056058070104228,Yes,Standard,Yes,Pass
S714,Student_714,Female,17,12,63,85,68,80.5039818964214,PhD,3.2674337331763788,Yes,Free or reduced,Yes,Fail
S715,Student_715,Female,15,10,84,88,56,87.09663711086326,Master's,4.729067535683889,Yes,Standard,No,Pass
S716,Student_716,Female,16,12,97,65,84,95.60425297071268,Bachelor's,3.663788664321857,No,Free or reduced,Yes,Fail
S717,Student_717,Female,16,10,94,71,97,91.27785842110805,Bachelor's,4.290629873921709,No,Free or reduced,Yes,Fail
S718,Student_718,Male,16,9,69,70,67,85.2232486502172,Master's,1.0531248138343203,Yes,Free or reduced,No,Fail
S719,Student_719,Male,15,10,98,70,65,93.89906238686095,PhD,3.1680611939189043,Yes,Free or reduced,No,Pass
S720,Student_720,Other,15,9,62,57,88,91.34781888312146,Bachelor's,2.8382519100220875,Yes,Free or reduced,No,Fail
S721,Student_721,Female,15,9,87,98,53,95.92487218912774,Master's,2.995871776883172,No,Standard,Yes,Pass
S722,Student_722,Other,15,10,98,65,74,94.70050372379647,PhD,1.2888527413407518,Yes,Standard,Yes,Fail
